,date,rate,symbol,sentiment,count
1314,46:35.9,9639.69,BTCUSDT,0.440755553,54
1315,47:37.4,9639.69,BTCUSDT,0.479859089,44
1316,48:38.9,9642,BTCUSDT,0.396519641,56
1317,49:40.4,9649.02,BTCUSDT,0.490735589,59
1318,50:41.9,9651,BTCUSDT,0.345950795,63
1319,51:43.3,9653.88,BTCUSDT,0.422850907,55
1320,52:45.0,9670,BTCUSDT,0.46828305,59
1321,53:46.7,9670,BTCUSDT,0.478116946,59
1322,54:48.2,9672,BTCUSDT,0.413285712,49
1323,55:49.8,9668.99,BTCUSDT,0.402791041,67
1324,56:51.4,9669.95,BTCUSDT,0.431520581,68
1325,57:52.9,9668.15,BTCUSDT,0.484755688,79
1326,58:54.3,9682.79,BTCUSDT,0.49777826,46
1327,59:55.8,9687.32,BTCUSDT,0.375607376,122
1328,00:57.3,9687.27,BTCUSDT,0.49046,70
1329,01:58.9,9684.66,BTCUSDT,0.488516665,54
1330,03:00.4,9682,BTCUSDT,0.506873682,57
1331,04:01.9,9680.5,BTCUSDT,0.4241,54
1332,05:03.3,9679.98,BTCUSDT,0.392163765,69
1333,06:04.8,9680,BTCUSDT,0.454432727,55
1334,07:06.3,9678,BTCUSDT,0.467007402,54
1335,08:08.2,9672.25,BTCUSDT,0.475351782,56
1336,09:09.9,9664.18,BTCUSDT,0.428139653,58
1337,10:11.3,9673,BTCUSDT,0.39613968,63
1338,11:12.8,9671.99,BTCUSDT,0.391359996,65
1339,12:14.3,9678,BTCUSDT,0.403127772,54
1340,13:15.9,9679.68,BTCUSDT,0.481236952,46
1341,14:17.9,9677.08,BTCUSDT,0.399924589,61
1342,15:19.3,9677.98,BTCUSDT,0.458773769,61
1343,16:20.8,9677.98,BTCUSDT,0.383706247,48
1344,17:22.2,9675,BTCUSDT,0.417338774,49
1345,18:23.9,9677.98,BTCUSDT,0.418355554,45
1346,19:25.9,9677.98,BTCUSDT,0.484587097,62
1347,20:27.9,9679.7,BTCUSDT,0.531892307,65
1348,21:29.4,9679.01,BTCUSDT,0.367773528,68
1349,22:30.9,9680.68,BTCUSDT,0.463890383,52
1350,23:32.3,9680,BTCUSDT,0.474903174,63
1351,24:33.8,9682,BTCUSDT,0.386627777,54
1352,25:35.3,9687,BTCUSDT,0.360284611,52
1353,26:36.7,9684.99,BTCUSDT,0.448764405,59
1354,27:38.2,9685,BTCUSDT,0.408329268,41
1355,28:39.6,9691.05,BTCUSDT,0.419322975,74
1356,29:41.1,9690.04,BTCUSDT,0.394670831,72
1357,30:42.6,9694.81,BTCUSDT,0.395199998,60
1358,31:44.4,9690.01,BTCUSDT,0.508575472,53
1359,32:45.9,9689.99,BTCUSDT,0.325260714,56
1360,33:47.7,9687,BTCUSDT,0.462589997,70
1361,34:49.2,9679.81,BTCUSDT,0.448819736,76
1362,35:50.7,9681,BTCUSDT,0.362503445,58
1363,36:52.2,9687,BTCUSDT,0.469222452,49
1364,37:53.8,9685.98,BTCUSDT,0.453485715,63
1365,38:55.6,9683.04,BTCUSDT,0.333998035,51
1366,39:57.1,9681.3,BTCUSDT,0.266915714,70
1367,40:58.6,9681.19,BTCUSDT,0.338817998,50
1368,42:00.0,9681.92,BTCUSDT,0.356619565,46
1369,43:01.5,9674,BTCUSDT,0.473709302,43
1370,44:03.0,9662.09,BTCUSDT,0.421547619,42
1371,45:04.5,9672.97,BTCUSDT,0.403618367,49
1372,46:05.9,9670.16,BTCUSDT,0.437489131,46
1373,47:07.4,9679.52,BTCUSDT,0.450635418,48
1374,48:08.8,9673.01,BTCUSDT,0.422370905,55
1375,49:10.3,9679.5,BTCUSDT,0.40374706,51
1376,50:11.9,9673.45,BTCUSDT,0.385923401,47
1377,51:14.1,9673.99,BTCUSDT,0.345574999,40
1378,52:15.6,9674.02,BTCUSDT,0.440762164,37
1379,53:17.1,9677,BTCUSDT,0.372158183,55
1380,54:18.8,9676,BTCUSDT,0.306906819,44
1381,55:20.3,9677.99,BTCUSDT,0.451823911,46
1382,56:21.8,9677.01,BTCUSDT,0.432454235,59
1383,57:23.5,9675.97,BTCUSDT,0.442276361,55
1384,58:25.2,9677.17,BTCUSDT,0.452335712,70
1385,59:27.3,9677.3,BTCUSDT,0.369904762,84
1386,00:28.8,9682,BTCUSDT,0.400133926,56
1387,01:30.4,9683.4,BTCUSDT,0.458121277,47
1388,02:31.9,9682.89,BTCUSDT,0.477809524,42
1389,03:33.4,9683.39,BTCUSDT,0.460756361,55
1390,04:34.9,9683,BTCUSDT,0.349240298,67
1391,05:36.4,9679.01,BTCUSDT,0.442378575,42
1392,06:38.0,9679.01,BTCUSDT,0.367252168,46
1393,07:39.4,9676,BTCUSDT,0.476177273,44
1394,08:41.3,9680.98,BTCUSDT,0.437365848,41
1395,09:42.8,9675.01,BTCUSDT,0.402588001,50
1396,10:44.3,9674.99,BTCUSDT,0.397952632,38
1397,11:45.8,9669,BTCUSDT,0.438359997,40
1398,12:47.2,9667.97,BTCUSDT,0.427714278,28
1399,13:48.7,9660.01,BTCUSDT,0.314570967,31
1400,14:50.5,9661.01,BTCUSDT,0.471873334,45
1401,15:52.0,9661.86,BTCUSDT,0.524963827,47
1402,16:53.4,9663.98,BTCUSDT,0.470337834,37
1403,17:54.8,9668,BTCUSDT,0.564613514,37
1404,18:56.9,9677.97,BTCUSDT,0.362517306,52
1405,19:58.6,9680.99,BTCUSDT,0.488349998,36
1406,21:00.1,9685,BTCUSDT,0.424385105,47
1407,22:01.5,9685,BTCUSDT,0.477634779,46
1408,23:02.9,9684.18,BTCUSDT,0.388488236,51
1409,24:04.3,9665.89,BTCUSDT,0.548505405,37
1410,25:05.8,9663.84,BTCUSDT,0.510213336,45
1411,26:07.6,9653.09,BTCUSDT,0.329973169,41
1412,27:09.1,9667.07,BTCUSDT,0.504975605,41
1413,28:10.6,9666.01,BTCUSDT,0.372415787,38
1414,29:12.4,9665,BTCUSDT,0.427583995,50
1415,30:13.9,9661.05,BTCUSDT,0.336406517,46
1416,31:15.4,9660.98,BTCUSDT,0.331584441,45
1417,32:17.0,9661.21,BTCUSDT,0.281278787,33
1418,33:18.8,9657.01,BTCUSDT,0.293099999,34
1419,34:20.6,9657,BTCUSDT,0.455786364,44
1420,35:22.6,9661.01,BTCUSDT,0.5057775,40
1421,36:24.7,9661.5,BTCUSDT,0.174291109,45
1422,37:26.3,9665,BTCUSDT,0.41669348,46
1423,38:28.3,9665,BTCUSDT,0.344334286,35
1424,39:29.8,9664,BTCUSDT,0.460123811,42
1425,40:31.2,9666,BTCUSDT,0.282155556,45
1426,41:32.8,9669.99,BTCUSDT,0.370841304,46
1427,42:34.4,9673.98,BTCUSDT,0.450074284,35
1428,43:35.9,9671.04,BTCUSDT,0.454599997,38
1429,44:37.4,9671.01,BTCUSDT,0.551424995,48
1430,45:39.0,9671,BTCUSDT,0.30538947,38
1431,46:40.4,9669,BTCUSDT,0.428717996,50
1432,47:41.9,9647,BTCUSDT,0.339297367,38
1433,48:43.4,9644.95,BTCUSDT,0.331904442,45
1434,49:44.8,9651.13,BTCUSDT,0.351864705,51
1435,50:46.8,9665.89,BTCUSDT,0.375155099,49
1436,51:48.3,9663.1,BTCUSDT,0.329194736,38
1437,52:49.9,9678.74,BTCUSDT,0.356726314,38
1438,53:51.8,9684,BTCUSDT,0.36607627,59
1439,54:53.4,9685,BTCUSDT,0.398021736,46
1440,55:55.0,9694,BTCUSDT,0.371711767,34
1441,56:56.5,9711.02,BTCUSDT,0.331992679,41
1442,57:58.1,9723.89,BTCUSDT,0.52461428,35
1443,58:59.9,9730,BTCUSDT,0.433759091,44
1444,00:01.6,9724.01,BTCUSDT,0.31676049,81
1445,01:03.4,9727.21,BTCUSDT,0.459068887,45
1446,02:04.8,9728.99,BTCUSDT,0.463442219,45
1447,03:06.6,9735.51,BTCUSDT,0.375357139,63
1448,04:08.4,9739,BTCUSDT,0.454248835,43
1449,05:09.9,9745,BTCUSDT,0.390815686,51
1450,06:11.3,9749.92,BTCUSDT,0.375785368,41
1451,07:12.8,9758.24,BTCUSDT,0.438323403,47
1452,08:14.3,9790.01,BTCUSDT,0.370114587,48
1453,09:15.8,9823.04,BTCUSDT,0.426914581,48
1454,10:17.4,9783.67,BTCUSDT,0.375070212,47
1455,11:18.8,9794,BTCUSDT,0.372960525,38
1456,12:20.6,9819.9,BTCUSDT,0.291055318,47
1457,13:22.2,9800.69,BTCUSDT,0.376176925,39
1458,14:23.9,9815.02,BTCUSDT,0.38352,45
1459,15:25.3,9820.25,BTCUSDT,0.388914543,55
1460,16:26.7,9818.74,BTCUSDT,0.511567347,49
1461,17:28.2,9800,BTCUSDT,0.445479162,48
1462,18:29.6,9776.55,BTCUSDT,0.499994914,59
1463,19:31.5,9801.47,BTCUSDT,0.464187717,57
1464,20:33.0,9813.51,BTCUSDT,0.395138294,47
1465,21:34.4,9785.01,BTCUSDT,0.444918869,53
1466,22:35.8,9785,BTCUSDT,0.386303698,54
1467,23:37.2,9788,BTCUSDT,0.515873682,38
1468,24:38.9,9789.99,BTCUSDT,0.402053061,49
1469,25:40.3,9802.86,BTCUSDT,0.328022857,35
1470,26:41.7,9793.04,BTCUSDT,0.367916665,42
1471,27:43.2,9789.67,BTCUSDT,0.412936586,41
1472,28:44.9,9780,BTCUSDT,0.388311765,34
1473,29:46.5,9770,BTCUSDT,0.420466666,57
1474,30:47.9,9767,BTCUSDT,0.470520584,34
1475,31:49.7,9779.89,BTCUSDT,0.461256093,41
1476,32:51.2,9782.47,BTCUSDT,0.450754052,37
1477,33:52.8,9780,BTCUSDT,0.30104222,45
1478,34:54.5,9786,BTCUSDT,0.364678846,52
1479,35:56.1,9790.14,BTCUSDT,0.498839582,48
1480,36:57.6,9790.9,BTCUSDT,0.409984087,44
1481,37:59.1,9810.01,BTCUSDT,0.422039125,46
1482,39:00.8,9820.21,BTCUSDT,0.338507318,41
1483,40:02.4,9816.29,BTCUSDT,0.427221429,42
1484,41:03.9,9800,BTCUSDT,0.492290237,41
1485,42:05.4,9804,BTCUSDT,0.42350392,51
1486,43:06.9,9808.01,BTCUSDT,0.337114633,41
1487,44:08.4,9786.9,BTCUSDT,0.472694869,39
1488,45:09.8,9784.88,BTCUSDT,0.473371429,42
1489,46:11.3,9784,BTCUSDT,0.415123684,38
1490,47:12.8,9791,BTCUSDT,0.32919592,49
1491,48:14.3,9784.01,BTCUSDT,0.292917644,34
1492,49:15.7,9778.01,BTCUSDT,0.430642859,35
1493,50:17.4,9779.83,BTCUSDT,0.427954052,37
1494,51:19.6,9765.34,BTCUSDT,0.454340903,44
1495,52:21.0,9754.26,BTCUSDT,0.397392682,41
1496,53:22.7,9760,BTCUSDT,0.359674471,47
1497,54:24.7,9770,BTCUSDT,0.414978048,41
1498,55:26.2,9768,BTCUSDT,0.296691667,36
1499,56:27.7,9768.21,BTCUSDT,0.347299999,29
1500,57:29.2,9759.99,BTCUSDT,0.446060376,53
1501,58:30.6,9751.48,BTCUSDT,0.514064709,34
1502,59:32.1,9752,BTCUSDT,0.28065,80
1503,00:33.7,9740.03,BTCUSDT,0.427492498,40
1504,01:35.5,9710.02,BTCUSDT,0.335948779,41
1505,02:37.0,9636.97,BTCUSDT,0.4851125,56
1506,03:38.4,9588.97,BTCUSDT,0.348986538,52
1507,04:39.9,9530.15,BTCUSDT,0.43968955,67
1508,05:41.4,9605,BTCUSDT,0.458075925,54
1509,06:42.8,9589.98,BTCUSDT,0.431633331,36
1510,07:44.3,9608.01,BTCUSDT,0.42399687,32
1511,08:45.8,9593.16,BTCUSDT,0.412041177,51
1512,09:47.6,9593.65,BTCUSDT,0.454970452,44
1513,10:49.0,9580.57,BTCUSDT,0.410962789,43
1514,11:50.5,9615.91,BTCUSDT,0.479599999,41
1515,12:52.0,9610.06,BTCUSDT,0.386247826,46
1516,13:53.4,9628,BTCUSDT,0.365051161,43
1517,14:54.9,9624.6,BTCUSDT,0.367176087,46
1518,15:56.3,9616.2,BTCUSDT,0.420563633,55
1519,16:57.8,9589.99,BTCUSDT,0.498888676,53
1520,17:59.3,9595,BTCUSDT,0.282768885,45
1521,19:00.9,9602,BTCUSDT,0.361016323,49
1522,20:02.5,9605,BTCUSDT,0.39916415,53
1523,21:03.9,9625,BTCUSDT,0.400440907,44
1524,22:05.4,9646.95,BTCUSDT,0.515151346,37
1525,23:07.0,9620.17,BTCUSDT,0.511719229,52
1526,24:08.5,9636.36,BTCUSDT,0.42548222,45
1527,25:10.0,9642.4,BTCUSDT,0.4031617,47
1528,26:11.5,9639.99,BTCUSDT,0.360388238,34
1529,27:13.1,9626.87,BTCUSDT,0.455351426,35
1530,28:14.9,9628.02,BTCUSDT,0.503822636,53
1531,29:16.5,9623.1,BTCUSDT,0.425566663,54
1532,30:18.8,9609.35,BTCUSDT,0.395879163,48
1533,31:20.2,9605,BTCUSDT,0.313453845,39
1534,32:21.7,9580.1,BTCUSDT,0.373987095,31
1535,33:23.2,9591.58,BTCUSDT,0.440671432,42
1536,34:25.0,9594.85,BTCUSDT,0.409923333,60
1537,35:26.5,9584.06,BTCUSDT,0.468064706,51
1538,36:27.9,9575,BTCUSDT,0.347020832,48
1539,37:29.4,9585,BTCUSDT,0.45875517,29
1540,38:31.1,9587.99,BTCUSDT,0.311132258,31
1541,39:32.9,9586.68,BTCUSDT,0.396302568,39
1542,40:34.4,9580.01,BTCUSDT,0.375781246,48
1543,41:35.9,9587.26,BTCUSDT,0.488982609,46
1544,42:37.5,9586.98,BTCUSDT,0.485926927,52
1545,43:39.7,9620,BTCUSDT,0.436842,50
1546,44:41.2,9615.55,BTCUSDT,0.485854541,55
1547,45:42.6,9623.23,BTCUSDT,0.359797677,43
1548,46:44.0,9635,BTCUSDT,0.537246335,41
1549,47:45.5,9644.87,BTCUSDT,0.512180849,47
1550,48:47.0,9635.01,BTCUSDT,0.430569048,42
1551,49:48.4,9639.29,BTCUSDT,0.489712823,39
1552,50:49.8,9641.04,BTCUSDT,0.355860972,41
1553,51:51.3,9641.33,BTCUSDT,0.438009373,32
1554,52:52.8,9638,BTCUSDT,0.419658821,34
1555,53:54.2,9640.37,BTCUSDT,0.36916538,26
1556,54:55.7,9627.74,BTCUSDT,0.414302438,41
1557,55:57.1,9626.72,BTCUSDT,0.277748147,27
1558,56:58.6,9622.21,BTCUSDT,0.411390911,33
1559,58:00.1,9619.97,BTCUSDT,0.46446129,31
1560,59:01.7,9612,BTCUSDT,0.280336766,68
1561,00:03.1,9604.85,BTCUSDT,0.37158113,53
1562,01:04.6,9601.22,BTCUSDT,0.466665113,43
1563,02:06.0,9600,BTCUSDT,0.427048216,56
1564,03:07.6,9605.01,BTCUSDT,0.412084613,52
1565,04:09.2,9622,BTCUSDT,0.392912961,54
1566,05:11.5,9623,BTCUSDT,0.341426825,41
1567,06:14.2,9623.01,BTCUSDT,0.445090472,42
1568,07:15.7,9625,BTCUSDT,0.434705122,39
1569,08:17.1,9644,BTCUSDT,0.386334481,29
1570,09:18.6,9629.98,BTCUSDT,0.499353658,41
1571,10:20.0,9623.98,BTCUSDT,0.386410204,49
1572,11:21.6,9622.97,BTCUSDT,0.529070728,41
1573,12:23.1,9622.99,BTCUSDT,0.473090244,41
1574,13:24.5,9625.99,BTCUSDT,0.453755881,34
1575,14:26.0,9626,BTCUSDT,0.397409524,63
1576,15:27.4,9630.01,BTCUSDT,0.486727903,43
1577,16:29.1,9630.03,BTCUSDT,0.435192101,38
1578,17:31.3,9632,BTCUSDT,0.439498114,53
1579,18:32.8,9632.01,BTCUSDT,0.444499996,48
1580,19:34.3,9626.1,BTCUSDT,0.534197914,48
1581,20:35.9,9626.12,BTCUSDT,0.42400857,35
1582,21:37.7,9628,BTCUSDT,0.449611364,44
1583,22:39.5,9631.97,BTCUSDT,0.4129069,58
1584,23:41.6,9631.97,BTCUSDT,0.469615384,52
1585,24:43.6,9630,BTCUSDT,0.446756661,30
1586,25:45.0,9633.02,BTCUSDT,0.447662161,37
1587,26:46.7,9633.03,BTCUSDT,0.366361538,39
1588,27:48.7,9634,BTCUSDT,0.403314632,41
1589,28:50.3,9634.01,BTCUSDT,0.467099997,57
1590,29:51.7,9637.68,BTCUSDT,0.431558457,65
1591,30:53.3,9641.69,BTCUSDT,0.435064812,54
1592,31:55.1,9644.95,BTCUSDT,0.444918914,37
1593,32:56.8,9647,BTCUSDT,0.444985708,42
1594,33:58.6,9646.87,BTCUSDT,0.442132649,49
1595,35:00.1,9642.94,BTCUSDT,0.488689475,38
1596,36:01.5,9647,BTCUSDT,0.511131246,48
1597,37:03.0,9650.98,BTCUSDT,0.411002271,44
1598,38:04.4,9660,BTCUSDT,0.371531425,35
1599,39:05.9,9661.19,BTCUSDT,0.43927428,35
1600,40:07.8,9664.79,BTCUSDT,0.513958617,58
1601,41:09.2,9658.13,BTCUSDT,0.408361995,50
1602,42:10.7,9660.98,BTCUSDT,0.470161222,49
1603,43:12.2,9672.4,BTCUSDT,0.446698208,56
1604,44:13.7,9684.99,BTCUSDT,0.480835286,51
1605,45:15.2,9684.91,BTCUSDT,0.484868745,48
1606,46:16.6,9647.23,BTCUSDT,0.357951106,45
1607,47:18.1,9646,BTCUSDT,0.494483783,37
1608,48:19.6,9647,BTCUSDT,0.467418604,43
1609,49:21.1,9648.76,BTCUSDT,0.442351158,43
1610,50:22.7,9635.02,BTCUSDT,0.366285105,47
1611,51:24.1,9622.07,BTCUSDT,0.422254054,37
1612,52:25.6,9619,BTCUSDT,0.451965303,49
1613,53:27.0,9618.76,BTCUSDT,0.417929997,40
1614,54:28.5,9600,BTCUSDT,0.396230767,52
1615,55:30.1,9605.81,BTCUSDT,0.243703848,26
1616,56:32.0,9606.91,BTCUSDT,0.402612498,32
1617,57:33.6,9617.82,BTCUSDT,0.470342551,47
1618,58:35.3,9615.98,BTCUSDT,0.510681077,37
1619,59:37.3,9620,BTCUSDT,0.299957692,78
1620,00:38.8,9600,BTCUSDT,0.293394736,57
1621,01:40.2,9619.7,BTCUSDT,0.428597142,35
1622,02:41.7,9612.88,BTCUSDT,0.42315778,45
1623,03:43.2,9614.01,BTCUSDT,0.535648274,29
1624,04:44.7,9614.33,BTCUSDT,0.404860972,41
1625,05:46.1,9619,BTCUSDT,0.496619564,46
1626,06:47.6,9623.99,BTCUSDT,0.49960508,59
1627,07:49.1,9630,BTCUSDT,0.425086663,45
1628,08:50.6,9634.98,BTCUSDT,0.455752374,42
1629,09:52.0,9638.23,BTCUSDT,0.390805127,39
1630,10:53.6,9645.92,BTCUSDT,0.474063151,38
1631,11:55.2,9645,BTCUSDT,0.50460588,34
1632,12:56.9,9644,BTCUSDT,0.391759087,44
1633,13:58.3,9643.11,BTCUSDT,0.459410252,39
1634,14:59.8,9643.09,BTCUSDT,0.325378939,57
1635,16:01.3,9625,BTCUSDT,0.481401878,53
1636,17:02.7,9625.03,BTCUSDT,0.508135551,45
1637,18:04.3,9634.01,BTCUSDT,0.413679997,50
1638,19:05.8,9635,BTCUSDT,0.40211538,52
1639,20:07.5,9640.42,BTCUSDT,0.49224634,41
1640,21:09.0,9639.61,BTCUSDT,0.43167083,48
1641,22:10.8,9637,BTCUSDT,0.421895344,43
1642,23:13.0,9640.01,BTCUSDT,0.521597219,36
1643,24:14.8,9641.01,BTCUSDT,0.43745,44
1644,25:16.7,9637.04,BTCUSDT,0.401752381,42
1645,26:18.1,9630.08,BTCUSDT,0.469059615,52
1646,27:19.6,9637,BTCUSDT,0.465966667,45
1647,28:21.1,9642.88,BTCUSDT,0.381725635,39
1648,29:22.7,9647,BTCUSDT,0.422135086,57
1649,30:24.5,9649.28,BTCUSDT,0.432593474,46
1650,31:26.0,9656.8,BTCUSDT,0.337771049,38
1651,32:27.6,9647.27,BTCUSDT,0.469591666,60
1652,33:29.3,9642.02,BTCUSDT,0.513170209,47
1653,34:31.5,9647.35,BTCUSDT,0.50374222,45
1654,35:33.1,9649.95,BTCUSDT,0.345006517,46
1655,36:34.7,9653,BTCUSDT,0.420165216,46
1656,37:36.2,9656.53,BTCUSDT,0.355423682,38
1657,38:37.7,9649.99,BTCUSDT,0.337696549,58
1658,39:39.3,9643,BTCUSDT,0.407594229,52
1659,40:41.4,9648,BTCUSDT,0.350503768,53
1660,41:42.8,9649.99,BTCUSDT,0.512175468,53
1661,42:44.3,9651.25,BTCUSDT,0.50449512,41
1662,43:45.7,9652.63,BTCUSDT,0.382409801,51
1663,44:47.2,9650.99,BTCUSDT,0.450522805,57
1664,45:48.7,9648.92,BTCUSDT,0.412024526,53
1665,46:50.4,9650.06,BTCUSDT,0.516011318,53
1666,47:52.6,9650.01,BTCUSDT,0.482464283,56
1667,48:54.4,9660,BTCUSDT,0.477704758,42
1668,49:56.1,9656.01,BTCUSDT,0.401183016,53
1669,50:57.6,9660,BTCUSDT,0.509348649,37
1670,51:59.1,9667.95,BTCUSDT,0.460116661,42
1671,53:00.6,9671.94,BTCUSDT,0.401857142,49
1672,54:02.1,9668.59,BTCUSDT,0.416955996,50
1673,55:03.7,9670,BTCUSDT,0.385831578,38
1674,56:05.1,9662,BTCUSDT,0.491269558,46
1675,57:06.6,9650,BTCUSDT,0.444186106,36
1676,58:08.3,9644,BTCUSDT,0.454520454,44
1677,59:09.8,9645.01,BTCUSDT,0.341508863,79
1678,00:11.5,9645.53,BTCUSDT,0.403632785,61
1679,01:13.5,9651.63,BTCUSDT,0.318748977,49
1680,02:15.0,9650,BTCUSDT,0.460953699,54
1681,03:16.4,9649.97,BTCUSDT,0.435732554,43
1682,04:18.3,9643,BTCUSDT,0.371941376,58
1683,05:19.8,9643.01,BTCUSDT,0.456647914,48
1684,06:21.4,9649.67,BTCUSDT,0.429817019,47
1685,07:23.2,9645,BTCUSDT,0.378689996,50
1686,08:24.7,9641,BTCUSDT,0.323216214,37
1687,09:26.2,9645.38,BTCUSDT,0.466510864,46
1688,10:27.8,9647,BTCUSDT,0.535643586,39
1689,11:29.4,9658.89,BTCUSDT,0.430890192,51
1690,12:31.8,9655.01,BTCUSDT,0.357533329,51
1691,13:33.2,9647.71,BTCUSDT,0.376960971,41
1692,14:34.7,9643,BTCUSDT,0.450868251,63
1693,15:36.3,9639.9,BTCUSDT,0.394690194,51
1694,16:38.2,9629.89,BTCUSDT,0.434610867,46
1695,17:39.6,9627.42,BTCUSDT,0.480691296,46
1696,18:41.2,9629.98,BTCUSDT,0.408273679,38
1697,19:43.2,9617,BTCUSDT,0.475031368,51
1698,20:44.6,9618.02,BTCUSDT,0.499080485,41
1699,21:46.3,9583.63,BTCUSDT,0.375665112,43
1700,22:47.9,9594.97,BTCUSDT,0.452468417,38
1701,23:49.4,9564.6,BTCUSDT,0.377909431,53
1702,24:51.0,9580.21,BTCUSDT,0.504471186,59
1703,25:52.8,9594.82,BTCUSDT,0.466096868,32
1704,26:54.3,9594.83,BTCUSDT,0.368983719,43
1705,27:55.8,9625.83,BTCUSDT,0.477975507,49
1706,28:57.4,9615,BTCUSDT,0.361779997,45
1707,29:59.4,9617.99,BTCUSDT,0.486643131,51
1708,31:00.9,9600.04,BTCUSDT,0.466549999,42
1709,32:02.5,9599.99,BTCUSDT,0.283110258,39
1710,33:04.1,9589.99,BTCUSDT,0.485738093,42
1711,34:05.6,9591.02,BTCUSDT,0.484330903,55
1712,35:07.1,9595.93,BTCUSDT,0.489397777,45
1713,36:08.5,9588.25,BTCUSDT,0.513138292,47
1714,37:10.0,9588,BTCUSDT,0.409865957,47
1715,38:11.7,9580,BTCUSDT,0.457036109,36
1716,39:13.7,9589.7,BTCUSDT,0.252402938,34
1717,40:15.2,9589.1,BTCUSDT,0.480589185,37
1718,41:16.7,9594.62,BTCUSDT,0.439845944,37
1719,42:18.5,9598.07,BTCUSDT,0.50862857,35
1720,43:19.9,9606,BTCUSDT,0.516568418,38
1721,44:21.4,9610.01,BTCUSDT,0.416274995,32
1722,45:23.4,9604.93,BTCUSDT,0.378879998,40
1723,46:25.0,9603,BTCUSDT,0.335121429,42
1724,47:26.5,9614.99,BTCUSDT,0.434681632,49
1725,48:28.1,9606.88,BTCUSDT,0.377480847,47
1726,49:29.5,9622.47,BTCUSDT,0.477238774,49
1727,50:31.0,9618,BTCUSDT,0.397973074,26
1728,51:32.4,9610.98,BTCUSDT,0.384515681,51
1729,52:33.9,9606.61,BTCUSDT,0.293543136,51
1730,53:35.4,9600.96,BTCUSDT,0.468837034,54
1731,54:36.9,9586.1,BTCUSDT,0.386849999,50
1732,55:38.4,9593.27,BTCUSDT,0.504399997,44
1733,56:39.8,9587.08,BTCUSDT,0.278329541,44
1734,57:41.3,9586,BTCUSDT,0.356282452,57
1735,58:42.7,9589.99,BTCUSDT,0.490884309,51
1736,59:44.4,9579.02,BTCUSDT,0.293677669,103
1737,00:45.9,9624.21,BTCUSDT,0.348538332,60
1738,01:47.3,9641.93,BTCUSDT,0.357091996,50
1739,02:48.8,9618,BTCUSDT,0.471373914,46
1740,03:50.7,9616.21,BTCUSDT,0.447827907,43
1741,04:52.6,9613.67,BTCUSDT,0.407732689,52
1742,05:54.1,9610.89,BTCUSDT,0.456207995,50
1743,06:55.7,9611,BTCUSDT,0.376602219,45
1744,07:57.1,9629.22,BTCUSDT,0.408684444,45
1745,08:58.6,9616,BTCUSDT,0.415129783,47
1746,10:00.3,9620.96,BTCUSDT,0.396410414,48
1747,11:01.8,9621.97,BTCUSDT,0.474334776,46
1748,12:03.3,9627.88,BTCUSDT,0.548341668,48
1749,13:04.7,9629.88,BTCUSDT,0.441595237,42
1750,14:06.2,9621.01,BTCUSDT,0.432347826,46
1751,15:07.6,9625,BTCUSDT,0.349849999,42
1752,16:09.1,9624.98,BTCUSDT,0.475510255,39
1753,17:10.5,9620.02,BTCUSDT,0.509969808,53
1754,18:12.0,9623,BTCUSDT,0.392414633,41
1755,19:13.7,9622.85,BTCUSDT,0.485763036,46
1756,20:15.6,9620.21,BTCUSDT,0.450991426,35
1757,21:17.1,9625.63,BTCUSDT,0.319685713,35
1758,22:18.6,9629,BTCUSDT,0.43737368,38
1759,23:20.1,9634,BTCUSDT,0.52211714,35
1760,24:21.5,9634.21,BTCUSDT,0.37798108,37
1761,25:23.0,9636,BTCUSDT,0.447028946,38
1762,26:24.4,9634.57,BTCUSDT,0.537730952,42
1763,27:26.6,9633.99,BTCUSDT,0.485653487,43
1764,28:28.2,9637.51,BTCUSDT,0.416112816,39
1765,29:29.8,9638.5,BTCUSDT,0.404991301,46
1766,30:31.2,9645.03,BTCUSDT,0.436108101,37
1767,31:32.9,9638.85,BTCUSDT,0.370746666,45
1768,32:34.5,9636.08,BTCUSDT,0.326757495,40
1769,33:36.2,9640.24,BTCUSDT,0.426074354,39
1770,34:37.8,9640.72,BTCUSDT,0.466368626,51
1771,35:39.4,9630.04,BTCUSDT,0.463580852,47
1772,36:41.1,9630.04,BTCUSDT,0.377255881,34
1773,37:43.2,9630.04,BTCUSDT,0.416787799,41
1774,38:44.7,9629.24,BTCUSDT,0.474972218,36
1775,39:46.2,9630.06,BTCUSDT,0.453636842,38
1776,40:47.7,9629.99,BTCUSDT,0.407320583,34
1777,41:49.1,9628.12,BTCUSDT,0.418143476,46
1778,42:50.6,9616.21,BTCUSDT,0.457106818,44
1779,43:52.2,9619.22,BTCUSDT,0.468846663,45
1780,44:53.7,9619,BTCUSDT,0.47643913,46
1781,45:55.1,9627,BTCUSDT,0.491261221,49
1782,46:56.6,9630.3,BTCUSDT,0.499849996,50
1783,47:58.1,9634.01,BTCUSDT,0.496739019,41
1784,48:59.5,9641.91,BTCUSDT,0.375602325,43
1785,50:01.0,9635.02,BTCUSDT,0.377365381,52
1786,51:02.4,9643,BTCUSDT,0.457406377,47
1787,52:04.1,9648,BTCUSDT,0.470914281,42
1788,53:05.7,9645.9,BTCUSDT,0.537334999,40
